image_path,assigned_split,clahe_image_path
D:\ALS\data\liver_images\F0\a9473.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a9473.jpg
D:\ALS\data\liver_images\F0\a948.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F0\a948.jpg
D:\ALS\data\liver_images\F0\a9483.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a9483.jpg
D:\ALS\data\liver_images\F0\a9486.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F0\a9486.jpg
D:\ALS\data\liver_images\F0\a9490.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a9490.jpg
D:\ALS\data\liver_images\F0\a9496.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a9496.jpg
D:\ALS\data\liver_images\F0\a9498.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a9498.jpg
D:\ALS\data\liver_images\F0\a9499.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F0\a9499.jpg
D:\ALS\data\liver_images\F0\a9500.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a9500.jpg
D:\ALS\data\liver_images\F0\a9502.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a9502.jpg
D:\ALS\data\liver_images\F0\a9504.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F0\a9504.jpg
D:\ALS\data\liver_images\F0\a9506.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a9506.jpg
D:\ALS\data\liver_images\F0\a9507.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a9507.jpg
D:\ALS\data\liver_images\F0\a951.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a951.jpg
D:\ALS\data\liver_images\F0\a9511.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F0\a9511.jpg
D:\ALS\data\liver_images\F0\a9517.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a9517.jpg
D:\ALS\data\liver_images\F0\a9518.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a9518.jpg
D:\ALS\data\liver_images\F0\a9522.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F0\a9522.jpg
D:\ALS\data\liver_images\F0\a9525.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F0\a9525.jpg
D:\ALS\data\liver_images\F0\a9534.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a9534.jpg
D:\ALS\data\liver_images\F0\a9538.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a9538.jpg
D:\ALS\data\liver_images\F0\a9539.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a9539.jpg
D:\ALS\data\liver_images\F0\a9543.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a9543.jpg
D:\ALS\data\liver_images\F0\a956.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a956.jpg
D:\ALS\data\liver_images\F0\a9564.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a9564.jpg
D:\ALS\data\liver_images\F0\a9574.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F0\a9574.jpg
D:\ALS\data\liver_images\F0\a9576.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a9576.jpg
D:\ALS\data\liver_images\F0\a9579.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a9579.jpg
D:\ALS\data\liver_images\F0\a958.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a958.jpg
D:\ALS\data\liver_images\F0\a9580.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a9580.jpg
D:\ALS\data\liver_images\F0\a9582.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a9582.jpg
D:\ALS\data\liver_images\F0\a9585.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a9585.jpg
D:\ALS\data\liver_images\F0\a959.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F0\a959.jpg
D:\ALS\data\liver_images\F0\a9596.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a9596.jpg
D:\ALS\data\liver_images\F0\a9614.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a9614.jpg
D:\ALS\data\liver_images\F0\a9631.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a9631.jpg
D:\ALS\data\liver_images\F0\a9634.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F0\a9634.jpg
D:\ALS\data\liver_images\F0\a9637.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F0\a9637.jpg
D:\ALS\data\liver_images\F0\a965.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a965.jpg
D:\ALS\data\liver_images\F0\a9657.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a9657.jpg
D:\ALS\data\liver_images\F0\a966.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a966.jpg
D:\ALS\data\liver_images\F0\a9667.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a9667.jpg
D:\ALS\data\liver_images\F0\a967.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a967.jpg
D:\ALS\data\liver_images\F0\a9672.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a9672.jpg
D:\ALS\data\liver_images\F0\a9679.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a9679.jpg
D:\ALS\data\liver_images\F0\a9695.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a9695.jpg
D:\ALS\data\liver_images\F0\a9702.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F0\a9702.jpg
D:\ALS\data\liver_images\F0\a9703.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a9703.jpg
D:\ALS\data\liver_images\F0\a9715.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a9715.jpg
D:\ALS\data\liver_images\F0\a9720.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a9720.jpg
D:\ALS\data\liver_images\F0\a9723.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a9723.jpg
D:\ALS\data\liver_images\F0\a9730.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a9730.jpg
D:\ALS\data\liver_images\F0\a9739.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a9739.jpg
D:\ALS\data\liver_images\F0\a9741.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a9741.jpg
D:\ALS\data\liver_images\F0\a9761.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F0\a9761.jpg
D:\ALS\data\liver_images\F0\a9764.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a9764.jpg
D:\ALS\data\liver_images\F0\a9765.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a9765.jpg
D:\ALS\data\liver_images\F0\a9767.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a9767.jpg
D:\ALS\data\liver_images\F0\a9769.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a9769.jpg
D:\ALS\data\liver_images\F0\a9773.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a9773.jpg
D:\ALS\data\liver_images\F0\a9783.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F0\a9783.jpg
D:\ALS\data\liver_images\F0\a9787.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a9787.jpg
D:\ALS\data\liver_images\F0\a979.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F0\a979.jpg
D:\ALS\data\liver_images\F0\a9794.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a9794.jpg
D:\ALS\data\liver_images\F0\a9800.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a9800.jpg
D:\ALS\data\liver_images\F0\a9803.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F0\a9803.jpg
D:\ALS\data\liver_images\F0\a9806.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a9806.jpg
D:\ALS\data\liver_images\F0\a9807.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a9807.jpg
D:\ALS\data\liver_images\F0\a9808.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a9808.jpg
D:\ALS\data\liver_images\F0\a9822.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a9822.jpg
D:\ALS\data\liver_images\F0\a9838.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a9838.jpg
D:\ALS\data\liver_images\F0\a9843.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F0\a9843.jpg
D:\ALS\data\liver_images\F0\a9858.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a9858.jpg
D:\ALS\data\liver_images\F0\a9863.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a9863.jpg
D:\ALS\data\liver_images\F0\a9865.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a9865.jpg
D:\ALS\data\liver_images\F0\a9869.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a9869.jpg
D:\ALS\data\liver_images\F0\a987.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a987.jpg
D:\ALS\data\liver_images\F0\a9880.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a9880.jpg
D:\ALS\data\liver_images\F0\a9882.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a9882.jpg
D:\ALS\data\liver_images\F0\a9888.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a9888.jpg
D:\ALS\data\liver_images\F0\a9898.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F0\a9898.jpg
D:\ALS\data\liver_images\F0\a9905.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F0\a9905.jpg
D:\ALS\data\liver_images\F0\a991.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a991.jpg
D:\ALS\data\liver_images\F0\a9917.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a9917.jpg
D:\ALS\data\liver_images\F0\a9922.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a9922.jpg
D:\ALS\data\liver_images\F0\a9938.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a9938.jpg
D:\ALS\data\liver_images\F0\a9943.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a9943.jpg
D:\ALS\data\liver_images\F0\a9944.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a9944.jpg
D:\ALS\data\liver_images\F0\a9948.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a9948.jpg
D:\ALS\data\liver_images\F0\a9950.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a9950.jpg
D:\ALS\data\liver_images\F0\a9964.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F0\a9964.jpg
D:\ALS\data\liver_images\F0\a9965.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a9965.jpg
D:\ALS\data\liver_images\F0\a9966.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a9966.jpg
D:\ALS\data\liver_images\F0\a998.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a998.jpg
D:\ALS\data\liver_images\F0\a999.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\a999.jpg
D:\ALS\data\liver_images\F0\g38.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F0\g38.jpg
D:\ALS\data\liver_images\F0\g39.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F0\g39.jpg
D:\ALS\data\liver_images\F0\g40.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F0\g40.jpg
D:\ALS\data\liver_images\F0\g41.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\g41.jpg
D:\ALS\data\liver_images\F0\h1.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F0\h1.jpg
D:\ALS\data\liver_images\F0\h10.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\h10.jpg
D:\ALS\data\liver_images\F0\h11.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\h11.jpg
D:\ALS\data\liver_images\F0\h12.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\h12.jpg
D:\ALS\data\liver_images\F0\h13.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\h13.jpg
D:\ALS\data\liver_images\F0\h14.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\h14.jpg
D:\ALS\data\liver_images\F0\h15.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F0\h15.jpg
D:\ALS\data\liver_images\F0\h16.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\h16.jpg
D:\ALS\data\liver_images\F0\h17.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\h17.jpg
D:\ALS\data\liver_images\F0\h18.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\h18.jpg
D:\ALS\data\liver_images\F0\h19.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F0\h19.jpg
D:\ALS\data\liver_images\F0\h2.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\h2.jpg
D:\ALS\data\liver_images\F0\h20.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\h20.jpg
D:\ALS\data\liver_images\F0\h21.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\h21.jpg
D:\ALS\data\liver_images\F0\h22.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\h22.jpg
D:\ALS\data\liver_images\F0\h23.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\h23.jpg
D:\ALS\data\liver_images\F0\h24.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F0\h24.jpg
D:\ALS\data\liver_images\F0\h25.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\h25.jpg
D:\ALS\data\liver_images\F0\h26.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F0\h26.jpg
D:\ALS\data\liver_images\F0\h27.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\h27.jpg
D:\ALS\data\liver_images\F0\h28.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\h28.jpg
D:\ALS\data\liver_images\F0\h29.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\h29.jpg
D:\ALS\data\liver_images\F0\h3.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\h3.jpg
D:\ALS\data\liver_images\F0\h30.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F0\h30.jpg
D:\ALS\data\liver_images\F0\h31.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F0\h31.jpg
D:\ALS\data\liver_images\F0\h32.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F0\h32.jpg
D:\ALS\data\liver_images\F0\h33.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F0\h33.jpg
D:\ALS\data\liver_images\F0\h34.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\h34.jpg
D:\ALS\data\liver_images\F0\h35.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\h35.jpg
D:\ALS\data\liver_images\F0\h36.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\h36.jpg
D:\ALS\data\liver_images\F0\h37.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\h37.jpg
D:\ALS\data\liver_images\F0\h38.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\h38.jpg
D:\ALS\data\liver_images\F0\h39.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\h39.jpg
D:\ALS\data\liver_images\F0\h4.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\h4.jpg
D:\ALS\data\liver_images\F0\h40.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F0\h40.jpg
D:\ALS\data\liver_images\F0\h41.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\h41.jpg
D:\ALS\data\liver_images\F0\h42.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\h42.jpg
D:\ALS\data\liver_images\F0\h43.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\h43.jpg
D:\ALS\data\liver_images\F0\h44.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\h44.jpg
D:\ALS\data\liver_images\F0\h45.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\h45.jpg
D:\ALS\data\liver_images\F0\h46.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\h46.jpg
D:\ALS\data\liver_images\F0\h47.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\h47.jpg
D:\ALS\data\liver_images\F0\h48.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\h48.jpg
D:\ALS\data\liver_images\F0\h49.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\h49.jpg
D:\ALS\data\liver_images\F0\h5.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\h5.jpg
D:\ALS\data\liver_images\F0\h50.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\h50.jpg
D:\ALS\data\liver_images\F0\h51.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F0\h51.jpg
D:\ALS\data\liver_images\F0\h52.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F0\h52.jpg
D:\ALS\data\liver_images\F0\h53.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\h53.jpg
D:\ALS\data\liver_images\F0\h54.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\h54.jpg
D:\ALS\data\liver_images\F0\h55.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\h55.jpg
D:\ALS\data\liver_images\F0\h56.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\h56.jpg
D:\ALS\data\liver_images\F0\h57.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\h57.jpg
D:\ALS\data\liver_images\F0\h58.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\h58.jpg
D:\ALS\data\liver_images\F0\h59.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F0\h59.jpg
D:\ALS\data\liver_images\F0\h6.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\h6.jpg
D:\ALS\data\liver_images\F0\h60.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\h60.jpg
D:\ALS\data\liver_images\F0\h61.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F0\h61.jpg
D:\ALS\data\liver_images\F0\h62.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\h62.jpg
D:\ALS\data\liver_images\F0\h63.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F0\h63.jpg
D:\ALS\data\liver_images\F0\h64.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\h64.jpg
D:\ALS\data\liver_images\F0\h65.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\h65.jpg
D:\ALS\data\liver_images\F0\h66.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\h66.jpg
D:\ALS\data\liver_images\F0\h67.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F0\h67.jpg
D:\ALS\data\liver_images\F0\h68.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F0\h68.jpg
D:\ALS\data\liver_images\F0\h69.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\h69.jpg
D:\ALS\data\liver_images\F0\h7.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F0\h7.jpg
D:\ALS\data\liver_images\F0\h70.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F0\h70.jpg
D:\ALS\data\liver_images\F0\h71.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\h71.jpg
D:\ALS\data\liver_images\F0\h72.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\h72.jpg
D:\ALS\data\liver_images\F0\h73.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F0\h73.jpg
D:\ALS\data\liver_images\F0\h74.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\h74.jpg
D:\ALS\data\liver_images\F0\h75.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F0\h75.jpg
D:\ALS\data\liver_images\F0\h76.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\h76.jpg
D:\ALS\data\liver_images\F0\h77.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\h77.jpg
D:\ALS\data\liver_images\F0\h78.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\h78.jpg
D:\ALS\data\liver_images\F0\h79.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\h79.jpg
D:\ALS\data\liver_images\F0\h8.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\h8.jpg
D:\ALS\data\liver_images\F0\h80.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F0\h80.jpg
D:\ALS\data\liver_images\F0\h81.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\h81.jpg
D:\ALS\data\liver_images\F0\h82.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\h82.jpg
D:\ALS\data\liver_images\F0\h83.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F0\h83.jpg
D:\ALS\data\liver_images\F0\h84.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\h84.jpg
D:\ALS\data\liver_images\F0\h85.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\h85.jpg
D:\ALS\data\liver_images\F0\h86.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\h86.jpg
D:\ALS\data\liver_images\F0\h87.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F0\h87.jpg
D:\ALS\data\liver_images\F0\h88.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\h88.jpg
D:\ALS\data\liver_images\F0\h89.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\h89.jpg
D:\ALS\data\liver_images\F0\h9.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\h9.jpg
D:\ALS\data\liver_images\F0\h90.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\h90.jpg
D:\ALS\data\liver_images\F0\h91.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\h91.jpg
D:\ALS\data\liver_images\F0\h92.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\h92.jpg
D:\ALS\data\liver_images\F0\h93.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\h93.jpg
D:\ALS\data\liver_images\F0\h94.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\h94.jpg
D:\ALS\data\liver_images\F0\h95.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\h95.jpg
D:\ALS\data\liver_images\F0\h96.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\h96.jpg
D:\ALS\data\liver_images\F0\h97.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\h97.jpg
D:\ALS\data\liver_images\F0\h98.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\h98.jpg
D:\ALS\data\liver_images\F0\h99.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\h99.jpg
D:\ALS\data\liver_images\F0\i1.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F0\i1.jpg
D:\ALS\data\liver_images\F0\i10.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\i10.jpg
D:\ALS\data\liver_images\F0\i11.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\i11.jpg
D:\ALS\data\liver_images\F0\i12.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\i12.jpg
D:\ALS\data\liver_images\F0\i13.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F0\i13.jpg
D:\ALS\data\liver_images\F0\i14.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F0\i14.jpg
D:\ALS\data\liver_images\F0\i15.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\i15.jpg
D:\ALS\data\liver_images\F0\i16.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\i16.jpg
D:\ALS\data\liver_images\F0\i17.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\i17.jpg
D:\ALS\data\liver_images\F0\i18.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\i18.jpg
D:\ALS\data\liver_images\F0\i19.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F0\i19.jpg
D:\ALS\data\liver_images\F0\i2.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\i2.jpg
D:\ALS\data\liver_images\F0\i20.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\i20.jpg
D:\ALS\data\liver_images\F0\i21.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\i21.jpg
D:\ALS\data\liver_images\F0\i3.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F0\i3.jpg
D:\ALS\data\liver_images\F0\i4.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\i4.jpg
D:\ALS\data\liver_images\F0\i5.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\i5.jpg
D:\ALS\data\liver_images\F0\i6.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\i6.jpg
D:\ALS\data\liver_images\F0\i7.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\i7.jpg
D:\ALS\data\liver_images\F0\i8.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\i8.jpg
D:\ALS\data\liver_images\F0\i9.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\i9.jpg
D:\ALS\data\liver_images\F0\j1.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\j1.jpg
D:\ALS\data\liver_images\F0\j10.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F0\j10.jpg
D:\ALS\data\liver_images\F0\j100.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\j100.jpg
D:\ALS\data\liver_images\F0\j11.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F0\j11.jpg
D:\ALS\data\liver_images\F0\j12.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\j12.jpg
D:\ALS\data\liver_images\F0\j13.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\j13.jpg
D:\ALS\data\liver_images\F0\j14.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F0\j14.jpg
D:\ALS\data\liver_images\F0\j15.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F0\j15.jpg
D:\ALS\data\liver_images\F0\j16.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\j16.jpg
D:\ALS\data\liver_images\F0\j17.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\j17.jpg
D:\ALS\data\liver_images\F0\j18.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\j18.jpg
D:\ALS\data\liver_images\F0\j19.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\j19.jpg
D:\ALS\data\liver_images\F0\j2.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F0\j2.jpg
D:\ALS\data\liver_images\F0\j20.jpg,Test,D:\ALS\outputs\clahe_processed\Test\F0\j20.jpg
D:\ALS\data\liver_images\F0\j21.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\j21.jpg
D:\ALS\data\liver_images\F0\j22.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\j22.jpg
D:\ALS\data\liver_images\F0\j23.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\j23.jpg
D:\ALS\data\liver_images\F0\j24.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\j24.jpg
D:\ALS\data\liver_images\F0\j25.jpg,Train,D:\ALS\outputs\clahe_processed\Train\F0\j25.jpg
